work,id,t,axis_t,axis_r,axis_m,axis_g,axis_q,priority,axis_t_source,axis_r_source,axis_m_source,axis_g_source,axis_q_source,priority_source
幽灵路.md,WL-WORK-1095,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事,△,existing,existing,existing,existing,existing,existing
广告杀人事件.md,WL-WORK-0047,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
广场.md,WL-WORK-1689,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,★,existing,existing,existing,existing,existing,existing
广岛.md,WL-WORK-2062,T5,T5 二战后多极文学,R5 北美文学,M3 现代主义与先锋派,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,existing,existing
广岛札记.md,WL-WORK-2063,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,existing,existing
广阔腹地：条条小径.md,WL-WORK-1691,T5,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
庄子.md,WL-WORK-T0-ZHUANGZI,T0,T0 文学源头与古代文学,R2 东亚文学,,G4 散文与随笔,QH8 信仰、伦理与超越,◆,existing,existing,not_applicable_pre_modern,existing,t_default,existing
床上抽烟有危险.md,WL-WORK-0686,T6,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特,△,existing,existing,existing,existing,existing,existing
序曲.md,WL-WORK-M2-89D3E895D396,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 浪漫主义,G3 小说,QH4 社会、阶级与劳动,◆,existing,t_default,existing,t_default,t_default,other_topic
序曲中的死亡.md,WL-WORK-0055,T4,T4 全球现代主义时代,R9 大洋洲与太平洋,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
库萨里.md,WL-WORK-T1-KUZARI,T1,T1 中古多中心文学世界,R1 西亚—地中海古老传统,,G4 散文与随笔,QH8 信仰、伦理与超越,★,existing,existing,not_applicable_pre_modern,existing,mechanism,existing
应物兄.md,WL-WORK-2890,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
庞贝.md,WL-WORK-1096,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事,△,existing,existing,existing,existing,existing,existing
庭院深深.md,WL-WORK-2064,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
康涅狄格美国佬在亚瑟王朝.md,WL-WORK-2517,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.2 欧洲骑士,△,existing,existing,existing,existing,existing,existing
康熙大帝.md,WL-WORK-1097,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事,△,existing,existing,existing,existing,existing,existing
开往伍德斯托克的末班车.md,WL-WORK-0105,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
开往巴基斯坦的列车.md,WL-WORK-T5-TRAIN-PAKISTAN,T5,T5 二战后多极文学,R3 南亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤 | QH7 历史、记忆与时间 | QT7 历史叙事,★,existing,existing,existing,existing,existing,existing
开罗三部曲.md,WL-WORK-2852,T5,T5 二战后多极文学,R1 西亚—地中海古老传统,M3 现代主义与先锋派,G3 小说,QH2.3 家庭与家族,◆,existing,existing,existing,existing,existing,existing
异乡异客.md,WL-WORK-0302,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻,△,existing,existing,existing,existing,existing,existing
异山馨香.md,WL-WORK-3009,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
异常.md,WL-WORK-0173,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
异邦骑士.md,WL-WORK-0178,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
弗兰德公路.md,WL-WORK-1692,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式,G3 小说,QH6 战争、暴力与创伤,★,existing,existing,existing,existing,topic_direct,existing
弗兰肯斯坦.md,WL-WORK-0262,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 浪漫主义,G3 小说,QT2 科幻 | QT4 恐怖与哥特,★,existing,existing,existing,existing,existing,existing
弗农·小神.md,WL-WORK-3062,T6,T6 当代全球文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,mechanism,existing
弗拉卡斯上尉.md,WL-WORK-2519,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客,★,existing,existing,existing,existing,existing,existing
弗洛斯河上的磨坊.md,WL-WORK-1099,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QH2.5 童年与成长 | QH2.3 家庭与家族,△,existing,existing,existing,existing,existing,existing
弗莱德丽卡.md,WL-WORK-2065,T5,T5 二战后多极文学,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
张居正.md,WL-WORK-2870,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
归乡.md,WL-WORK-1101,T6,T6 当代全球文学,R10.2 非洲离散文学 | R5 北美文学 | R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族 | QT7 历史叙事 | QH7 历史、记忆与时间,★,existing,existing,existing,existing,existing,existing
归来.md,WL-WORK-2066,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,existing,existing
当且仅当雪是白的.md,WL-WORK-0250,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
当睡者醒来时.md,WL-WORK-0278,T4,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT2 科幻 | QT6 乌托邦、反乌托邦与社会想象,△,existing,existing,existing,existing,existing,existing
当选者.md,WL-WORK-3036,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
彩画集.md,WL-WORK-1694,T3,T3 19世纪现代文学体系,R4 欧洲文学,M3.1 现代主义 / Modernism | M2 19世纪文学思潮 / 象征主义,G1 诗歌,QH4 社会、阶级与劳动,△,existing,existing,existing,existing,t_default,existing
彩虹尽头.md,WL-WORK-2919,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
影子.md,WL-WORK-0690,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
彷徨.md,WL-WORK-1695,T4,T4 全球现代主义时代,R2 东亚文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命 | QH4 社会、阶级与劳动,◆,existing,existing,existing,existing,existing,existing
彼得·潘.md,WL-WORK-0691,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT3 奇幻 | QT8 英雄、边疆与法外者文化传统 | QT8.8 海盗,△,existing,existing,existing,existing,existing,existing
彼得便士.md,WL-WORK-3101,T5,T5 二战后多极文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
往事.md,WL-WORK-3196,T5,T5 二战后多极文学,R1 西亚—地中海古老传统,M3 现代主义与先锋派,G3 小说,QH5 权力、制度与秩序,◆,existing,existing,existing,existing,mechanism,existing
往事与刑罚.md,WL-WORK-2792,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序 | QH6 战争、暴力与创伤,△,existing,existing,existing,existing,existing,existing
征服新西班牙信史.md,WL-WORK-1697,T2,T2 早期现代文学,R6 拉丁美洲与加勒比,M1 早期现代思想与美学,G6 纪实与文学非虚构,QH5 权力、制度与秩序,◆,existing,existing,existing,existing,existing,existing
征服者罗比尔.md,WL-WORK-0272,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT2 科幻,△,existing,existing,existing,existing,existing,existing
律师事务所.md,WL-WORK-0120,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
徒然草.md,WL-WORK-3181,T1,T1 中古多中心文学世界,R2 东亚文学,,G4 散文与随笔,QH8 信仰、伦理与超越,◆,existing,existing,not_applicable_pre_modern,existing,mechanism,existing
微型巨人.md,WL-WORK-0261,T2,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QT2 科幻,△,existing,existing,existing,existing,existing,existing
微微一笑很倾城.md,WL-WORK-2067,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
微暗的火.md,WL-WORK-2068,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,author_model,existing,existing,topic_direct,existing
微物之神.md,WL-WORK-1103,T6,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族,★,existing,existing,existing,existing,existing,existing
微笑的警察.md,WL-WORK-3098,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
德伯家的苔丝.md,WL-WORK-2069,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.1 爱情与欲望,◆,existing,existing,existing,existing,existing,existing
德古拉.md,WL-WORK-0692,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT4 恐怖与哥特,◆,existing,existing,existing,existing,existing,existing
德德·科尔库特之书.md,WL-WORK-R1-DEDE-KORKUT,T1,T1 中古多中心文学世界,R1 西亚—地中海古老传统,,G1 诗歌与韵文,QH6 战争、暴力与创伤,◆,existing,existing,not_applicable_pre_modern,existing,existing,other_topic
德米安.md,WL-WORK-1104,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长,△,existing,existing,existing,existing,existing,existing
德里纳河上的桥.md,WL-WORK-3215,T5,T5 二战后多极文学,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH5 权力、制度与秩序,◆,existing,existing,existing,existing,mechanism,existing
德里黄昏.md,WL-WORK-1698,T4,T4 全球现代主义时代,R3 南亚文学,M3.1 现代主义 / Modernism,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
心.md,WL-WORK-1105,T4,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长,◆,existing,existing,existing,existing,existing,existing
心理测验.md,WL-WORK-0148,T4,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
心理罪：教化场.md,WL-WORK-0248,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
心理罪：画像.md,WL-WORK-0247,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
忠告与同意.md,WL-WORK-2988,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
忧国.md,WL-WORK-2523,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.3 日本武士与剑豪,△,existing,existing,existing,existing,existing,existing
怀中羔羊.md,WL-WORK-2971,T4,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命,△,existing,existing,existing,existing,t_default,existing
怀特先生的忏悔.md,WL-WORK-3125,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
思宫街.md,WL-WORK-1109,T5,T5 二战后多极文学,R1 西亚—地中海古老传统,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族,△,existing,existing,existing,existing,existing,existing
急需病例.md,WL-WORK-3096,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
怪屋.md,WL-WORK-0029,T5,T5 二战后多极文学,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
总统先生.md,WL-WORK-1699,T5,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序,◆,existing,existing,existing,existing,mechanism,existing
恋情的终结.md,WL-WORK-2071,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
恋爱中的女人.md,WL-WORK-1110,T4,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH2.3 家庭与家族,△,existing,existing,existing,existing,existing,existing
恐怖谷.md,WL-WORK-0014,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
恐惧拉斯维加斯.md,WL-WORK-1700,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G6 纪实与文学非虚构,QH6 战争、暴力与创伤,◆,existing,existing,existing,existing,topic_direct,existing
恩典岁月.md,WL-WORK-2969,T4,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命,△,existing,existing,existing,existing,t_default,existing
恩基与宁玛赫.md,WL-WORK-1459,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
恩基与宁胡尔萨格.md,WL-WORK-1460,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
恰卡.md,WL-WORK-3206,T4,T4 全球现代主义时代,R7 非洲文学,M3 现代主义与先锋派,G3 小说,QH5 权力、制度与秩序,◆,existing,existing,existing,existing,mechanism,existing
恰尔德·哈洛尔德游记.md,WL-WORK-M2-711289AC2296,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 浪漫主义,G6 纪实与文学非虚构,QH4 社会、阶级与劳动,◆,existing,t_default,existing,title,t_default,other_topic
恶之花.md,WL-WORK-1701,T3,T3 19世纪现代文学体系,R4 欧洲文学,M3.1 现代主义 / Modernism | M2 19世纪文学思潮 / 象征主义,G1 诗歌,QH4 社会、阶级与劳动,★,existing,existing,existing,existing,t_default,existing
