work,id,t,history_position,stage,historical_role,mechanisms,history_source,stage_source,role_source,mechanism_source,needs_reading_calibration
安珀志：安珀九王子.md,WL-WORK-0665,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
安静的场所.md,WL-WORK-0165,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1955—1965：世界真正多中心化,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
宝剑金钗.md,WL-WORK-2504,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
宝水.md,WL-WORK-2892,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的反拨节点（读前预判）,1991—2008：全球化出版与离散写作扩张,反拨,记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
宠儿.md,WL-WORK-0666,T6,全球化出版与离散写作扩张，以“全球市场、翻译与奖项”为主要路径的扩散节点（读前预判）,1991—2008：全球化出版与离散写作扩张,扩散,全球市场、翻译与奖项,generated_from_generic,existing,stage,existing,yes
宠物公墓.md,WL-WORK-0667,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
审判.md,WL-WORK-1671,T4,中欧现代主义与帝国官僚危机,1930—1945：政治极化、反殖民与战时转型,形式突破,心理、主体与叙事视角 | 帝国、殖民、反殖民与文化翻译,existing_specific,existing,existing,existing,no
宫本武藏.md,WL-WORK-1068,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
宫间街.md,WL-WORK-1069,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1955—1965：世界真正多中心化,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
宰娜卜.md,WL-WORK-R1-ZAYNAB,T4,世纪末危机与现代主义酝酿，以“小杂志、翻译、流亡与跨国网络”为主要路径的转折节点（读前预判）,1890—1914：世纪末危机与现代主义酝酿,转折,小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,stage,existing,yes
家.md,WL-WORK-1070,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
家园.md,WL-WORK-1071,T6,全球化出版与离散写作扩张，以“全球市场、翻译与奖项”为主要路径的扩散节点（读前预判）,1991—2008：全球化出版与离散写作扩张,扩散,全球市场、翻译与奖项,generated_from_generic,existing,stage,existing,yes
家庭与世界.md,WL-WORK-1672,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
宿命论者雅克和他的主人.md,WL-WORK-3156,T2,印刷扩张、宗教变革与俗语文学兴起，以“印刷、书籍市场与读者扩大”为主要路径的转折节点（读前预判）,1500—1600：印刷扩张、宗教变革与俗语文学兴起,转折,印刷、书籍市场与读者扩大 | 宗教改革、教派竞争与文本政治,generated_from_generic,existing,mechanism,existing,yes
密使.md,WL-WORK-2053,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的反拨节点（读前预判）,1991—2008：全球化出版与离散写作扩张,反拨,记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
密室里的记忆.md,WL-WORK-1073,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,记忆、创伤与历史重写 | 类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
密西西比河上的生活.md,WL-WORK-1446,T3,市场扩张、现实主义与现代小说成熟，以“职业作者、版权与文学市场”为主要路径的跨区域转译节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,跨区域转译,职业作者、版权与文学市场 | 翻译、帝国与跨洋市场,generated_from_generic,existing,mechanism,existing,yes
寒冷的红日出.md,WL-WORK-3115,T6,全球化出版与离散写作扩张，以“全球市场、翻译与奖项”为主要路径的扩散节点（读前预判）,1991—2008：全球化出版与离散写作扩张,扩散,全球市场、翻译与奖项,generated_from_generic,existing,stage,existing,yes
寒颤.md,WL-WORK-0090,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
寓言（福克纳）.md,WL-WORK-2984,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
寻秦记.md,WL-WORK-2505,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,记忆、创伤与历史重写 | 类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
射雕英雄传.md,WL-WORK-2506,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1955—1965：世界真正多中心化,边缘突破,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
将军吟.md,WL-WORK-2857,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的反拨节点（读前预判）,1991—2008：全球化出版与离散写作扩张,反拨,记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
将军底头.md,WL-WORK-1676,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
将军族.md,WL-WORK-1677,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1965—1975：文学爆炸与全球分叉,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
小五义.md,WL-WORK-2507,T3,市场扩张、现实主义与现代小说成熟，以“报刊、连载与大众读者”为主要路径的成熟节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,成熟,报刊、连载与大众读者 | 职业作者、版权与文学市场 | 民族语言、教育与经典建构,generated_from_generic,existing,stage,existing,yes
小妇人.md,WL-WORK-1074,T3,市场扩张、现实主义与现代小说成熟，以“报刊、连载与大众读者”为主要路径的跨区域转译节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,跨区域转译,报刊、连载与大众读者 | 职业作者、版权与文学市场 | 翻译、帝国与跨洋市场,generated_from_generic,existing,mechanism,existing,yes
小时代.md,WL-WORK-2752,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的反拨节点（读前预判）,1991—2008：全球化出版与离散写作扩张,反拨,记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
小王子.md,WL-WORK-2731,T4,高峰现代主义与全球扩展，以“心理、主体与叙事视角”为主要路径的形式突破节点（读前预判）,1918—1930：高峰现代主义与全球扩展,形式突破,心理、主体与叙事视角 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
小眼睛.md,WL-WORK-1075,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
小神们.md,WL-WORK-0670,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
小酒店.md,WL-WORK-1076,T3,市场扩张、现实主义与现代小说成熟，以“报刊、连载与大众读者”为主要路径的成熟节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,成熟,报刊、连载与大众读者 | 职业作者、版权与文学市场,generated_from_generic,existing,stage,existing,yes
小陌生人.md,WL-WORK-0671,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
少年.md,WL-WORK-1077,T3,市场扩张、现实主义与现代小说成熟，以“报刊、连载与大众读者”为主要路径的成熟节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,成熟,报刊、连载与大众读者 | 职业作者、版权与文学市场,generated_from_generic,existing,stage,existing,yes
少年Pi的奇幻漂流.md,WL-WORK-2054,T6,全球化出版与离散写作扩张，以“迁徙、离散与跨国家庭”为主要路径的边缘突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,边缘突破,迁徙、离散与跨国家庭 | 身份、性别与代表权 | 类型全球化与文类融合,generated_from_generic,existing,mechanism,existing,yes
