file,code,priority,tradition,tradition_source,stage,role,axis_t,axis_r,axis_m,axis_g,axis_q
守夜.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
守屋人.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
安伯森家族.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
安妮·布拉德斯特里特诗选.md,R5,◆,殖民地—清教徒与早期共和国文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,殖民回应与民族文学建构,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G1 诗歌,QH3 身份、身体与归属
安妮日记.md,R4,★,低地国家文学传统,existing,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,核心经典与传统确立,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事 | QH6 战争、暴力与创伤
安娜·卡列尼娜.md,R4,△,俄罗斯文学传统,author_model,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 现实主义,G3 小说,QH2.3 家庭与家族 | QH2.1 爱情与欲望
安尼尔的鬼魂.md,R3,◆,僧伽罗—斯里兰卡文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,传统转型与区域扩展,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
安徒生童话.md,R4,◆,北欧文学传统,existing,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,传统转型与区域扩展,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT3 奇幻
安德森维尔.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
安德洛玛刻.md,R4,△,法语文学传统,author_model,T2 早期现代文学 · 文艺复兴、宗教改革与印刷公共领域,区域扩展阅读,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G2 戏剧,QH1 自我、存在与生命
安德的游戏.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
安息角.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
安提戈涅.md,R1,△,古希腊文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,区域扩展阅读,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事
安提皮林先生的第一次天国冒险.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派,G3 小说,QH1 自我、存在与生命
安珀志：安珀九王子.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
安达尔诗歌.md,R3,◆,泰米尔与南印度文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,文类形成与区域典范,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G1 诗歌,QH3 身份、身体与归属
安静的场所.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
安魂曲.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命
安魂曲（阿赫玛托娃）.md,R4,◆,俄罗斯文学传统,existing,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,文类形成与区域典范,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G1 诗歌,QH5 权力、制度与秩序
宝剑金钗.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
宝水.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
宠儿.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,翻译与跨传统连接,T6 当代全球文学,R10.2 非洲离散文学 | R5 北美文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式 | M5.2 权力、身份与世界批评,G3 小说,QT4 恐怖与哥特 | QH2.3 家庭与家族 | QT7 历史叙事 | QH7 历史、记忆与时间
宠儿.md,R10,△,跨区域综合—具体传统待读后校准,provisional_region,T6 当代全球文学 · 全球迁徙、数字传播与跨语文学网络,离散迁徙与跨区域连接,T6 当代全球文学,R10.2 非洲离散文学 | R5 北美文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式 | M5.2 权力、身份与世界批评,G3 小说,QT4 恐怖与哥特 | QH2.3 家庭与家族 | QT7 历史叙事 | QH7 历史、记忆与时间
宠物公墓.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
审判.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH5 权力、制度与秩序
审判.md,R10,◆,犹太离散—意第绪与跨语文学传统,existing,T4 全球现代主义时代 · 流亡、现代主义与国际文学网络,离散迁徙与跨区域连接,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH5 权力、制度与秩序
宫本武藏.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT7 历史叙事 | QT8 英雄、边疆与法外者文化传统 | QT8.3 日本武士与剑豪 | QT8.6 Gaucho
宫殿.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5.1 战后思想与美学范式,G3 小说,QH7 历史、记忆与时间
宫间街.md,R1,△,阿拉伯文学传统,existing,T5 二战后多极文学 · 战后国家建构、流亡与现代转型,区域扩展阅读,T5 二战后多极文学,R1 西亚—地中海古老传统,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
宰娜卜.md,R1,★,阿拉伯文学传统,existing,T4 全球现代主义时代 · 帝国危机、现代主义与语言革新,文类形成与区域典范,T4 全球现代主义时代,R1 西亚—地中海古老传统,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
家.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长 | QH2.3 家庭与家族
家园.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
家庭与世界.md,R3,◆,孟加拉与东部语言文学传统,existing,T4 全球现代主义时代 · 反殖民、现代主义与多语文学革新,语言、书写与媒介转型,T4 全球现代主义时代,R3 南亚文学,M3.1 现代主义 / Modernism | M4 集体文学运动与文化政治,G3 小说,QH5 权力、制度与秩序
家庭纽带.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
宽广的萨尔加索海.md,R6,★,英语加勒比文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,翻译与跨传统连接,T6 当代全球文学,R10.2 非洲离散文学 | R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间 | QH3 身份、身体与归属
宽广的萨尔加索海.md,R10,◆,非洲离散文学传统,existing,T6 当代全球文学 · 全球迁徙、数字传播与跨语文学网络,离散迁徙与跨区域连接,T6 当代全球文学,R10.2 非洲离散文学 | R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间 | QH3 身份、身体与归属
宾蒂.md,R7,△,非洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,区域扩展阅读,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
宿命论者雅克.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T2 早期现代文学 · 文艺复兴、宗教改革与印刷公共领域,区域扩展阅读,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QH5 权力、制度与秩序
宿命论者雅克和他的主人.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T2 早期现代文学 · 文艺复兴、宗教改革与印刷公共领域,区域扩展阅读,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QH8 信仰、伦理与超越
寂寞芳心小姐.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3.1 现代主义 / Modernism,G3 小说,QH3 身份、身体与归属
密使.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间
密室里的记忆.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT6 乌托邦、反乌托邦与社会想象
密西西比河上的生活.md,R5,△,十九世纪—现代美国文学传统,author_model,T3 19世纪现代文学体系 · 国家文学、奴隶制回应与大众出版,区域扩展阅读,T3 19世纪现代文学体系,R5 北美文学,M2 19世纪文学思潮,G6 纪实与文学非虚构,QT14 旅行与游记
富兰克林自传.md,R5,★,殖民地—清教徒与早期共和国文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,殖民回应与民族文学建构,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G5 生命书写,QH5 权力、制度与秩序
富足的生命.md,R7,◆,中非—大湖区文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,殖民回应与民族文学建构,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
寒冬夜行人.md,R4,△,意大利文学传统,author_model,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5.1 战后思想与美学范式,G3 小说,QH1 自我、存在与生命
寒冷的红日出.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
寒颤.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
