file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
已知的世界.md,WL-WORK-3019,已知的世界,The Known World,爱德华·P·琼斯,Edward P. Jones,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
巴伦·卡南.md,WL-WORK-1682,巴伦·卡南,,罗萨里奥·卡斯特利亚诺斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴兰特雷少爷.md,WL-WORK-2509,巴兰特雷少爷,The Master of Ballantrae,罗伯特·路易斯·史蒂文森,Robert Louis Stevenson,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴别-17.md,WL-WORK-0348,巴别-17,,塞缪尔·R.德拉尼,Samuel R. Delany,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
巴别塔.md,WL-WORK-0675,巴别塔,,匡灵秀,R.F. Kuang,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴力神话组诗.md,WL-WORK-1452,巴力神话组诗,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,title_aggregate_or_tradition;anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴基斯坦列车.md,WL-WORK-1683,巴基斯坦列车,,库什万特·辛格,Khushwant Singh,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴布尔回忆录.md,WL-WORK-T2-BABURNAMA,巴布尔回忆录,Baburnama,巴布尔,Babur,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,curated,
巴拉耶.md,WL-WORK-2913,巴拉耶,Barrayar,洛伊斯·麦克马斯特·比约德,Lois McMaster Bujold,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
巴斯克维尔的猎犬.md,WL-WORK-0013,巴斯克维尔的猎犬,,柯南·道尔,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
巴斯蒂.md,WL-WORK-1684,巴斯蒂,,因蒂扎尔·侯赛因,Intizar Husain,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-231
巴格达怪客.md,WL-WORK-2058,巴格达怪客,,艾哈迈德·萨达维,Ahmed Saadawi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴西万岁.md,WL-WORK-1685,巴西万岁,,若昂·乌巴尔多·里贝罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴西之旅.md,WL-WORK-1453,巴西之旅,,让·德·莱里,Jean de Léry,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴里公主.md,WL-WORK-1454,巴里公主,,佚名,,1937,T4 全球现代主义时代,T4,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴黎圣母院.md,WL-WORK-1086,巴黎圣母院,,维克多·雨果,Victor Hugo,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
巴黎狼人.md,WL-WORK-0676,巴黎狼人,,盖伊·恩多尔,Guy Endore,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
布兰航海记.md,WL-WORK-1455,布兰航海记,,佚名,,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
布拉斯·库巴斯死后的回忆.md,WL-WORK-1686,布拉斯·库巴斯死后的回忆,,马沙多·德·阿西斯,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-271
布拉热洛纳子爵.md,WL-WORK-1087,布拉热洛纳子爵,,大仲马,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
布朗神父的天真.md,WL-WORK-0016,布朗神父的天真,,G.K.切斯特顿,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
布登勃洛克一家.md,WL-WORK-1088,布登勃洛克一家,,托马斯·曼,Thomas Mann,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-150
布衣神相.md,WL-WORK-2510,布衣神相,,小椴,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
布里辛格门的怪石.md,WL-WORK-0677,布里辛格门的怪石,,艾伦·加纳,Alan Garner,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
布雷达的太阳.md,WL-WORK-2511,布雷达的太阳,El sol de Breda,阿图罗·佩雷斯-雷维特,Arturo Pérez-Reverte,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
布鲁克林有棵树.md,WL-WORK-1089,布鲁克林有棵树,,贝蒂·史密斯,Betty Smith,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
师父.md,WL-WORK-2512,师父,,徐皓峰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希尔德布兰特之歌.md,WL-WORK-2513,希尔德布兰特之歌,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希尔德的梯子.md,WL-WORK-0379,希尔德的梯子,,格雷格·伊根,Greg Egan,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
希望.md,WL-WORK-2059,希望,,安德烈·马尔罗,Malraux,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希波吕托斯.md,WL-WORK-1456,希波吕托斯,,欧里庇得斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
希腊人佐巴.md,WL-WORK-2850,希腊人佐巴,Zorba the Greek,尼科斯·卡赞扎基斯,Nikos Kazantzakis,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-187
希腊志.md,WL-WORK-1457,希腊志,,保萨尼亚斯,Pausanias,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希腊棺材之谜.md,WL-WORK-0038,希腊棺材之谜,,埃勒里·奎因,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
希腊罗马名人传.md,WL-WORK-1090,希腊罗马名人传,,普鲁塔克,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
帕尔马修道院.md,WL-WORK-2060,帕尔马修道院,,司汤达,Stendhal,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
帕梅拉.md,WL-WORK-2061,帕梅拉,,塞缪尔·理查逊,Samuel Richardson,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
帕迪·克拉克哈哈哈.md,WL-WORK-3056,帕迪·克拉克哈哈哈,Paddy Clarke Ha Ha Ha,罗迪·道伊尔,Roddy Doyle,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
帝国之庭.md,WL-WORK-0678,帝国之庭,,安娜·史密斯·斯帕克,Anna Smith Spark,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
帝国瀑布.md,WL-WORK-3018,帝国瀑布,Empire Falls,理查德·拉索,Richard Russo,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
席斯矩阵.md,WL-WORK-0391,席斯矩阵,,布鲁斯·斯特林,Bruce Sterling,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
帷幕.md,WL-WORK-0031,帷幕,,阿加莎·克里斯蒂,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
干旱的生活.md,WL-WORK-1687,干旱的生活,,格拉西利亚诺·拉莫斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
平凡的世界.md,WL-WORK-2711,平凡的世界,,路遥,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
平凡的恩典.md,WL-WORK-3140,平凡的恩典,Ordinary Grace,威廉·肯特·克鲁格,William Kent Krueger,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
平原上的城市.md,WL-WORK-2514,平原上的城市,Cities of the Plain,科马克·麦卡锡,Cormac McCarthy,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
平原之夜.md,WL-WORK-0679,平原之夜,,塔妮丝·李,Tanith Lee,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
平家物语.md,WL-WORK-1091,平家物语,,佚名,,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-018
平治物语.md,WL-WORK-1092,平治物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
平面国.md,WL-WORK-0264,平面国,,埃德温·艾勃特,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
年轻的古德曼·布朗.md,WL-WORK-0680,年轻的古德曼·布朗,,霍桑,Nathaniel Hawthorne,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
年轻的命运女神.md,WL-WORK-1688,年轻的命运女神,,保罗·瓦莱里,Paul Valéry,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
并非出于仇恨.md,WL-WORK-3173,并非出于仇恨,Mon Ywe Ma Hu,玛玛蕾,Ma Ma Lay,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-224
幻城.md,WL-WORK-2753,幻城,,郭敬明,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
幻影女郎.md,WL-WORK-0080,幻影女郎,,康奈尔·伍尔里奇,Cornell Woolrich,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
幻想世界旅游者指南.md,WL-WORK-0681,幻想世界旅游者指南,,戴安娜·韦恩·琼斯,Diana Wynne Jones,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
幻想曲.md,WL-WORK-0682,幻想曲,,乔治·麦克唐纳,George MacDonald,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
幻梦之海.md,WL-WORK-0683,幻梦之海,,克莱夫·巴克,Clive Barker,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
幻灭.md,WL-WORK-1093,幻灭,,巴尔扎克,Balzac,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-107
幽灵之家.md,WL-WORK-1094,幽灵之家,,伊莎贝尔·阿连德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
幽灵小姐.md,WL-WORK-2515,幽灵小姐,La dama duende,卡尔德隆,Pedro Calderón de la Barca,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
幽灵故事.md,WL-WORK-0684,幽灵故事,,彼得·斯特劳布,Peter Straub,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
幽灵海盗.md,WL-WORK-0685,幽灵海盗,,威廉·霍普·霍奇森,William Hope Hodgson,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
幽灵路.md,WL-WORK-1095,幽灵路,,帕特·巴克,Pat Barker,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
广告杀人事件.md,WL-WORK-0047,广告杀人事件,,多萝西·L·塞耶斯,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
广场.md,WL-WORK-1689,广场,,崔仁勋,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-242
广岛.md,WL-WORK-2062,广岛,,约翰·赫西,John Hersey,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
广岛札记.md,WL-WORK-2063,广岛札记,,大江健三郎,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
广漠的世界.md,WL-WORK-1690,广漠的世界,,西罗·阿莱格里亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
广阔腹地：条条小径.md,WL-WORK-1691,广阔腹地：条条小径,,吉马朗埃斯·罗萨,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
庄子.md,WL-WORK-T0-ZHUANGZI,庄子,,庄周及后学,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
床上抽烟有危险.md,WL-WORK-0686,床上抽烟有危险,,玛丽安娜·恩里克斯,Mariana Enriquez,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
序曲中的死亡.md,WL-WORK-0055,序曲中的死亡,,奈奥·马什,Ngaio Marsh,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
库希尔的飞镖.md,WL-WORK-0687,库希尔的飞镖,,杰奎琳·凯里,Jacqueline Carey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
库萨里.md,WL-WORK-T1-KUZARI,库萨里,Kuzari,犹大·哈列维,Judah Halevi,,T1 中古多中心文学世界,T1,,HAS_T,,,已有有效 T0–T6 坐标,人工核验,metadata_pending,
应物兄.md,WL-WORK-2890,应物兄,,李洱,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
庞贝.md,WL-WORK-1096,庞贝,,罗伯特·哈里斯,Robert Harris,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
座头市物语.md,WL-WORK-2516,座头市物语,,子母泽宽,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
庭院深深.md,WL-WORK-2064,庭院深深,,琼瑶,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
康涅狄格美国佬在亚瑟王朝.md,WL-WORK-2517,康涅狄格美国佬在亚瑟王朝,,马克·吐温,Mark Twain,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
康熙大帝.md,WL-WORK-1097,康熙大帝,,二月河,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
廷达罗斯猎犬.md,WL-WORK-0689,廷达罗斯猎犬,,弗兰克·贝尔纳普·朗,Frank Belknap Long,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
开往伍德斯托克的末班车.md,WL-WORK-0105,开往伍德斯托克的末班车,,科林·德克斯特,Colin Dexter,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
开往巴基斯坦的列车.md,WL-WORK-T5-TRAIN-PAKISTAN,开往巴基斯坦的列车,Train to Pakistan,库什万特·辛格,Khushwant Singh,1956,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,人工核验,verified,CANON-233
开罗三部曲.md,WL-WORK-2852,开罗三部曲,The Cairo Trilogy,纳吉布·马哈福兹,Naguib Mahfouz,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-191
异乡异客.md,WL-WORK-0302,异乡异客,,罗伯特·海因莱因,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
异山馨香.md,WL-WORK-3009,异山馨香,A Good Scent from a Strange Mountain,罗伯特·奥伦·巴特勒,Robert Olen Butler,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
异常.md,WL-WORK-0173,异常,,桐野夏生,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
异邦骑士.md,WL-WORK-0178,异邦骑士,,岛田庄司,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
弗兰德公路.md,WL-WORK-1692,弗兰德公路,,克洛德·西蒙,Claude Simon,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
弗兰肯斯坦.md,WL-WORK-0262,弗兰肯斯坦,,玛丽·雪莱,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,CANON-090
弗农·小神.md,WL-WORK-3062,弗农·小神,Vernon God Little,DBC皮埃尔,DBC Pierre,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
弗拉卡斯上尉.md,WL-WORK-2519,弗拉卡斯上尉,Le Capitaine Fracasse,泰奥菲尔·戈蒂耶,Théophile Gautier,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
弗洛斯河上的磨坊.md,WL-WORK-1099,弗洛斯河上的磨坊,,乔治·艾略特,George Eliot,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
弗莱德丽卡.md,WL-WORK-2065,弗莱德丽卡,,乔吉特·海耶,Georgette Heyer,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
张吉山.md,WL-WORK-1100,张吉山,,黄皙暎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
张居正.md,WL-WORK-2870,张居正,,熊召政,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
弹药筒.md,WL-WORK-1693,弹药筒,,内莉·坎波贝略,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
归乡.md,WL-WORK-1101,归乡,Homegoing,雅·吉亚西,Yaa Gyasi,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
归来.md,WL-WORK-2066,归来,,雷马克,Erich Maria Remarque,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
当且仅当雪是白的.md,WL-WORK-0250,当且仅当雪是白的,,陆秋槎,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
当睡者醒来时.md,WL-WORK-0278,当睡者醒来时,,H.G.威尔斯,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
当选者.md,WL-WORK-3036,当选者,The Elected Member,伯尼斯·鲁本斯,Bernice Rubens,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
彩画集.md,WL-WORK-1694,彩画集,,兰波,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
